status_checking_account,duration_months,credit_history,purpose,credit_amount,savings_account,employment_since,installment_rate,personal_status_sex,other_debtors,present_residence_since,property,age,other_installment_plans,housing,num_existing_credits,job,num_dependents,telephone,foreign_worker,target
A12,22,A34,A410,744,A65,A73,4,A92,A101,1,A123,69,A143,A152,1,A173,1,A191,A201,1
A14,60,A33,A47,3915,A65,A73,4,A92,A101,4,A123,69,A143,A151,1,A173,1,A191,A201,1
A14,72,A33,A45,1318,A61,A72,4,A93,A101,3,A124,67,A143,A152,2,A173,1,A191,A201,1
A14,6,A32,A43,6295,A61,A72,2,A91,A101,4,A123,36,A143,A151,1,A172,1,A192,A201,1
A12,4,A34,A41,2456,A65,A73,4,A92,A101,4,A121,61,A143,A152,1,A173,1,A191,A201,1
A12,61,A32,A48,5563,A61,A74,2,A91,A101,4,A123,30,A141,A151,1,A174,1,A192,A201,0
A14,41,A34,A40,1800,A65,A72,3,A92,A101,4,A124,21,A141,A152,1,A173,1,A192,A201,0
A12,18,A33,A40,3152,A61,A72,4,A92,A101,3,A123,36,A141,A152,1,A172,2,A192,A201,1
A11,37,A32,A43,7849,A65,A75,4,A95,A101,3,A123,74,A143,A152,2,A173,1,A192,A201,1
A13,64,A33,A46,2403,A64,A71,2,A92,A101,4,A123,56,A143,A152,2,A173,1,A191,A201,1
A14,38,A32,A40,1858,A65,A75,4,A92,A101,4,A124,25,A143,A153,1,A173,1,A191,A201,1
A13,67,A33,A48,5034,A62,A75,4,A92,A101,4,A121,51,A143,A152,2,A173,1,A192,A201,1
A13,28,A31,A43,4956,A61,A73,3,A94,A101,4,A123,24,A143,A152,2,A172,1,A192,A201,0
A11,27,A32,A42,1921,A65,A72,4,A93,A103,2,A122,36,A141,A152,2,A173,1,A192,A201,1
A13,15,A34,A40,608,A61,A72,4,A93,A101,2,A123,63,A143,A152,2,A173,2,A192,A201,1
A14,21,A32,A49,1829,A61,A74,4,A93,A101,4,A123,40,A141,A151,2,A173,2,A191,A201,1
A11,18,A34,A43,5125,A63,A74,4,A93,A101,2,A121,69,A141,A152,1,A172,1,A191,A201,1
A12,30,A32,A48,1603,A64,A75,4,A92,A102,1,A121,57,A143,A152,1,A173,1,A192,A201,1
A14,63,A33,A49,2954,A65,A75,2,A92,A101,4,A123,69,A143,A152,1,A173,1,A192,A201,1
A13,49,A33,A45,1761,A61,A74,4,A93,A101,2,A121,27,A143,A152,2,A173,1,A191,A201,1
A13,20,A32,A45,635,A64,A72,4,A92,A101,4,A121,53,A143,A152,1,A174,1,A191,A201,1
A13,56,A32,A40,1736,A63,A73,2,A93,A101,4,A123,41,A143,A151,1,A172,1,A191,A201,1
A12,11,A32,A49,5107,A61,A75,4,A92,A103,4,A122,30,A143,A153,1,A174,1,A191,A201,1
A12,30,A30,A41,447,A61,A72,4,A93,A101,2,A122,70,A143,A151,2,A173,2,A191,A201,0
A13,49,A32,A410,3647,A61,A72,4,A92,A101,2,A124,42,A143,A151,2,A173,1,A192,A201,1
A14,53,A33,A45,1154,A61,A74,3,A92,A102,4,A121,68,A143,A152,1,A174,1,A191,A201,1
A14,6,A34,A41,4850,A65,A73,2,A93,A101,2,A122,58,A143,A152,1,A173,1,A192,A201,1
A14,67,A34,A42,5278,A62,A75,4,A94,A101,2,A123,27,A143,A152,2,A173,1,A192,A201,0
A12,47,A34,A43,2597,A63,A74,2,A93,A101,3,A123,31,A143,A153,1,A174,1,A192,A201,1
A12,56,A34,A410,2602,A65,A72,4,A93,A102,2,A124,58,A143,A151,1,A173,1,A192,A201,0
A13,27,A33,A44,1563,A61,A75,2,A92,A101,2,A124,72,A143,A152,1,A173,1,A191,A201,1
A13,63,A32,A48,1015,A65,A73,2,A92,A101,4,A123,60,A143,A152,3,A174,1,A192,A201,1
A13,6,A34,A43,11596,A61,A73,3,A92,A101,2,A121,35,A143,A152,1,A173,1,A191,A201,0
A13,23,A33,A410,1492,A65,A73,3,A92,A101,1,A121,25,A143,A152,1,A173,1,A192,A201,1
A14,49,A32,A48,10448,A61,A71,4,A92,A101,4,A122,35,A143,A151,2,A173,1,A191,A201,1
A12,18,A32,A410,1498,A65,A73,4,A92,A101,4,A121,73,A141,A152,1,A173,1,A192,A201,1
A12,28,A32,A49,4537,A61,A72,2,A93,A102,3,A123,68,A143,A152,1,A172,1,A191,A201,1
A11,20,A32,A42,1199,A61,A73,2,A91,A101,1,A123,42,A143,A152,1,A173,1,A191,A201,1
A13,12,A34,A47,4531,A64,A73,4,A93,A101,4,A121,20,A143,A153,2,A172,1,A191,A201,1
A11,41,A32,A40,2297,A61,A75,2,A93,A101,4,A123,53,A143,A152,1,A173,1,A192,A201,1
A12,51,A32,A410,2321,A62,A75,4,A93,A101,4,A121,46,A143,A152,2,A174,2,A191,A201,1
A13,63,A34,A48,4856,A61,A72,4,A93,A101,4,A122,37,A142,A152,3,A173,2,A191,A201,1
A12,66,A32,A48,2048,A63,A73,4,A92,A102,3,A123,51,A142,A152,2,A172,1,A192,A201,1
A13,5,A32,A49,950,A61,A73,4,A92,A101,4,A122,39,A143,A151,2,A173,1,A191,A201,1
A11,14,A31,A41,5481,A61,A72,4,A93,A101,1,A122,71,A143,A152,2,A173,1,A191,A201,0
A11,67,A34,A43,1191,A61,A75,4,A93,A101,4,A121,28,A142,A152,2,A174,2,A191,A201,0
A14,24,A34,A47,4506,A61,A74,2,A92,A101,4,A122,71,A141,A153,2,A173,1,A191,A201,1
A12,21,A32,A46,6492,A61,A72,2,A92,A101,4,A123,64,A141,A152,3,A172,1,A192,A201,1
A11,67,A34,A40,2207,A61,A73,3,A93,A101,2,A124,63,A143,A152,1,A173,1,A191,A201,0
A12,41,A32,A44,7676,A61,A72,4,A92,A101,1,A122,27,A141,A152,1,A173,1,A192,A201,0
A13,35,A34,A46,4382,A61,A74,4,A93,A102,4,A122,56,A141,A152,1,A173,1,A191,A201,1
A11,14,A34,A43,1708,A61,A72,4,A92,A101,4,A123,24,A143,A152,1,A173,1,A192,A201,0
A13,48,A34,A40,9146,A65,A75,2,A92,A101,4,A124,69,A143,A152,2,A173,1,A192,A201,1
A11,36,A30,A48,1195,A61,A75,4,A93,A101,2,A121,71,A143,A152,2,A173,1,A192,A201,0
A11,44,A34,A44,2205,A61,A73,3,A93,A101,2,A122,60,A143,A153,1,A173,1,A191,A201,0
A12,11,A34,A410,2527,A62,A74,1,A92,A101,4,A123,73,A143,A152,1,A173,2,A191,A201,0
A13,14,A32,A41,4837,A61,A75,4,A93,A101,3,A123,53,A143,A151,1,A174,1,A191,A201,1
A13,54,A34,A47,7276,A63,A73,1,A93,A102,4,A121,36,A143,A152,1,A173,1,A192,A201,1
A13,44,A32,A410,6920,A61,A72,4,A93,A101,4,A123,71,A141,A153,2,A173,1,A191,A201,1
A14,20,A34,A41,3565,A61,A73,3,A92,A101,4,A121,37,A143,A153,1,A174,1,A192,A201,1
A12,49,A32,A42,2382,A61,A75,4,A93,A101,4,A123,23,A143,A151,1,A173,1,A191,A201,1
A12,35,A33,A49,691,A62,A74,4,A93,A101,4,A123,43,A142,A152,1,A173,1,A191,A201,1
A13,57,A32,A40,1041,A62,A74,4,A93,A101,3,A124,29,A143,A152,1,A173,1,A191,A201,1
A12,23,A32,A410,12250,A61,A75,4,A93,A101,4,A122,28,A143,A152,3,A174,1,A191,A201,1
A12,36,A32,A41,686,A61,A75,3,A92,A101,2,A121,35,A143,A152,1,A173,1,A192,A201,1
A11,43,A30,A46,1591,A65,A75,4,A93,A101,4,A121,54,A143,A153,2,A173,1,A191,A201,0
A11,35,A32,A49,7447,A61,A72,4,A93,A101,2,A124,44,A143,A152,1,A173,1,A191,A201,0
A14,5,A32,A41,3525,A61,A73,2,A91,A101,4,A121,49,A143,A152,1,A173,1,A191,A201,1
A14,36,A32,A45,6263,A65,A75,4,A93,A101,3,A122,50,A143,A151,1,A173,1,A192,A201,1
A13,33,A32,A42,4602,A63,A75,3,A92,A101,2,A121,39,A143,A151,2,A172,1,A191,A201,1
A12,36,A32,A43,9659,A61,A74,1,A93,A102,4,A123,36,A143,A152,1,A173,1,A191,A201,1
A11,29,A34,A410,3775,A64,A72,4,A92,A101,2,A122,36,A141,A152,1,A172,1,A192,A201,0
A11,25,A31,A47,5068,A65,A75,4,A93,A101,4,A122,19,A143,A152,1,A173,1,A191,A201,0
A11,69,A34,A42,1670,A61,A74,2,A94,A101,4,A122,32,A143,A152,1,A174,1,A191,A201,0
A13,41,A34,A49,4765,A61,A72,4,A93,A101,1,A124,26,A141,A152,1,A172,1,A191,A201,0
A13,49,A33,A45,2171,A61,A73,4,A94,A101,4,A123,20,A143,A152,1,A173,1,A192,A201,1
A13,18,A32,A40,2074,A65,A72,4,A95,A101,2,A123,69,A143,A152,2,A173,2,A192,A201,1
A12,47,A34,A46,6098,A62,A73,2,A91,A101,1,A124,33,A143,A153,1,A173,1,A192,A201,0
A14,52,A32,A47,6132,A61,A71,4,A93,A101,3,A124,52,A141,A152,1,A173,1,A192,A201,1
A13,64,A31,A410,11507,A65,A73,3,A93,A101,4,A122,54,A143,A152,1,A173,1,A192,A201,1
A13,70,A32,A47,10922,A61,A73,4,A93,A101,1,A124,19,A143,A152,4,A174,1,A191,A201,1
A13,9,A34,A42,6209,A61,A74,2,A92,A101,4,A121,69,A143,A152,1,A173,1,A191,A201,1
A12,12,A30,A49,752,A61,A74,1,A95,A101,4,A122,39,A141,A152,2,A173,1,A191,A201,0
A11,9,A32,A40,12863,A61,A75,4,A93,A101,4,A124,60,A143,A151,1,A173,1,A191,A201,1
A12,35,A34,A48,6212,A65,A72,4,A93,A101,1,A121,19,A143,A152,2,A174,1,A192,A201,0
A13,44,A34,A45,1615,A61,A72,2,A92,A101,4,A121,50,A142,A153,1,A173,1,A192,A201,0
A11,11,A32,A410,5340,A65,A75,2,A92,A101,4,A122,38,A143,A152,1,A172,1,A191,A201,1
A11,53,A31,A48,1300,A61,A72,4,A93,A101,4,A123,72,A143,A152,2,A173,1,A191,A202,0
A11,65,A34,A46,4889,A61,A75,1,A91,A101,4,A122,65,A142,A152,2,A173,1,A192,A201,0
A11,65,A32,A40,1040,A65,A75,4,A93,A101,4,A123,54,A143,A153,2,A174,1,A191,A201,1
A14,10,A32,A40,1561,A61,A73,2,A91,A101,1,A124,57,A143,A152,2,A172,2,A191,A201,1
A13,7,A32,A45,5260,A61,A75,2,A93,A101,4,A123,48,A143,A151,1,A173,1,A192,A201,1
A12,9,A34,A44,7032,A61,A72,3,A93,A101,3,A121,25,A143,A152,1,A173,1,A191,A201,0
A11,61,A33,A48,3867,A65,A73,4,A93,A101,3,A124,40,A141,A151,1,A173,1,A192,A201,1
A12,25,A34,A41,2370,A61,A74,3,A93,A101,3,A121,75,A143,A152,2,A173,1,A192,A201,0
A12,29,A34,A47,549,A61,A73,3,A92,A101,3,A121,68,A143,A153,1,A172,1,A191,A201,0
A11,6,A32,A410,2521,A61,A75,4,A92,A101,3,A121,63,A141,A151,2,A172,2,A191,A201,1
A12,44,A32,A44,4567,A61,A72,4,A92,A101,4,A123,28,A143,A152,1,A174,1,A192,A201,1
A12,63,A32,A41,2313,A64,A73,1,A93,A101,1,A121,74,A141,A152,2,A173,2,A191,A201,1
A13,17,A32,A49,2927,A61,A74,3,A93,A101,4,A121,26,A143,A152,1,A173,1,A191,A201,1
A13,15,A32,A410,2569,A61,A74,4,A93,A101,4,A122,45,A143,A152,1,A173,2,A192,A201,1
A11,15,A34,A410,2304,A61,A73,3,A93,A101,4,A122,28,A143,A152,2,A174,1,A191,A201,0
A12,16,A32,A45,3167,A61,A73,2,A93,A101,4,A123,32,A142,A151,1,A173,1,A191,A201,1
A13,28,A34,A49,2396,A65,A75,4,A93,A101,3,A123,64,A143,A151,2,A173,1,A191,A201,1
A12,48,A32,A47,9458,A61,A72,4,A91,A101,3,A123,70,A143,A152,2,A173,1,A191,A201,1
A14,22,A32,A43,510,A65,A75,4,A92,A101,3,A121,72,A143,A152,1,A173,1,A191,A201,1
A13,58,A33,A41,1926,A61,A73,2,A95,A102,3,A121,29,A143,A151,2,A172,1,A191,A201,1
A11,48,A32,A410,1485,A61,A75,2,A93,A101,4,A124,24,A142,A153,2,A172,1,A191,A201,1
A11,11,A33,A44,3552,A65,A74,4,A92,A101,4,A121,39,A143,A153,2,A173,2,A191,A201,1
A13,56,A32,A41,3170,A61,A72,2,A93,A101,1,A124,51,A143,A152,1,A173,1,A192,A201,1
A11,58,A32,A41,10913,A63,A73,4,A93,A101,1,A121,37,A143,A151,1,A173,1,A192,A201,1
A13,35,A32,A45,14198,A65,A75,4,A93,A101,3,A124,57,A143,A152,2,A173,1,A191,A201,1
A14,54,A32,A410,1606,A61,A73,3,A91,A101,1,A122,42,A143,A152,2,A172,1,A191,A201,1
A13,47,A32,A49,2982,A61,A75,4,A92,A101,4,A122,36,A141,A151,1,A172,1,A192,A201,1
A12,21,A33,A48,3487,A63,A73,4,A93,A101,2,A123,53,A143,A151,1,A173,2,A192,A201,1
A13,25,A34,A43,1574,A61,A72,4,A95,A101,4,A123,70,A143,A152,1,A173,1,A192,A201,0
A12,40,A32,A45,4928,A61,A73,2,A93,A101,1,A122,61,A143,A153,1,A173,2,A192,A201,1
A13,59,A34,A46,2461,A61,A75,2,A92,A101,3,A123,55,A143,A152,2,A173,1,A191,A201,1
A14,62,A32,A410,1268,A61,A73,4,A92,A101,4,A123,37,A143,A152,2,A173,1,A191,A201,1
A12,6,A33,A45,2383,A64,A75,2,A93,A102,4,A121,71,A141,A152,1,A173,1,A192,A201,1
A14,31,A31,A47,1341,A61,A75,4,A93,A101,4,A121,42,A143,A152,2,A173,1,A192,A201,1
A14,38,A32,A43,6831,A61,A73,2,A93,A101,4,A122,74,A143,A151,1,A172,1,A191,A201,1
A11,64,A32,A40,13646,A62,A72,4,A93,A101,3,A121,52,A143,A152,2,A172,2,A191,A201,0
A11,57,A32,A46,3625,A61,A74,3,A91,A102,1,A123,40,A143,A152,1,A173,1,A191,A201,1
A11,66,A31,A42,3258,A61,A73,4,A93,A101,4,A121,22,A141,A152,1,A174,1,A191,A201,0
A11,10,A32,A45,3367,A64,A75,2,A93,A101,4,A122,75,A143,A152,2,A173,1,A191,A201,1
A11,52,A32,A41,7675,A61,A73,3,A92,A101,4,A121,28,A143,A152,1,A174,1,A192,A201,0
A13,34,A34,A48,7544,A64,A73,2,A93,A101,1,A123,20,A143,A152,1,A173,1,A192,A201,1
A11,61,A32,A40,2717,A65,A75,4,A92,A101,4,A121,26,A143,A153,1,A173,2,A192,A201,1
A12,64,A32,A45,3648,A61,A73,1,A91,A101,2,A121,51,A143,A152,1,A173,2,A192,A202,1
A14,27,A32,A45,5024,A61,A73,4,A92,A101,4,A121,56,A141,A152,1,A172,1,A191,A201,1
A11,23,A32,A44,1199,A61,A73,4,A92,A101,4,A124,61,A143,A152,1,A172,2,A192,A201,1
A14,40,A32,A44,7864,A61,A73,3,A92,A101,2,A121,46,A143,A152,2,A174,1,A192,A201,1
A12,7,A32,A40,11942,A65,A73,4,A93,A101,4,A123,28,A143,A151,2,A173,1,A191,A201,1
A11,23,A32,A49,7570,A65,A75,1,A93,A101,2,A121,63,A143,A153,1,A172,1,A192,A201,1
A13,63,A30,A44,1100,A61,A73,4,A93,A101,4,A121,19,A143,A151,2,A172,1,A191,A201,1
A13,27,A30,A41,616,A62,A73,4,A92,A101,2,A122,52,A143,A152,1,A174,1,A192,A201,0
A14,53,A32,A46,5255,A65,A74,3,A91,A101,4,A122,21,A141,A152,1,A174,1,A191,A201,1
A13,52,A30,A42,1622,A65,A73,3,A93,A101,1,A124,27,A143,A152,1,A173,1,A191,A201,1
A13,54,A32,A43,3750,A61,A73,2,A93,A101,4,A124,23,A141,A152,1,A172,1,A191,A201,1
A12,39,A32,A42,10179,A61,A75,4,A92,A101,4,A123,60,A143,A152,2,A173,1,A191,A201,1
A11,69,A34,A42,1762,A61,A74,1,A93,A101,4,A123,28,A143,A152,1,A173,2,A191,A201,0
A13,37,A32,A43,2203,A65,A74,4,A93,A101,2,A122,30,A143,A152,2,A173,1,A191,A201,1
A13,39,A32,A44,3719,A61,A74,4,A93,A101,4,A122,36,A143,A153,1,A173,1,A191,A201,1
A14,9,A32,A40,1055,A61,A71,4,A93,A101,2,A124,39,A143,A152,1,A173,1,A191,A201,1
A12,42,A34,A43,1625,A61,A74,2,A92,A101,4,A123,39,A143,A152,2,A173,1,A191,A201,0
A12,45,A32,A410,3040,A61,A73,4,A93,A101,2,A123,19,A143,A152,1,A174,2,A192,A201,1
A13,61,A31,A47,2344,A61,A73,4,A92,A101,4,A121,21,A143,A151,1,A173,2,A192,A201,0
A12,15,A32,A49,4849,A65,A73,4,A93,A101,1,A121,23,A143,A152,1,A173,1,A192,A201,1
A14,6,A32,A46,27249,A61,A72,2,A92,A101,2,A124,43,A143,A152,1,A173,1,A192,A201,1
A14,21,A32,A48,3227,A61,A72,2,A93,A102,2,A122,67,A143,A152,2,A173,1,A191,A201,1
A12,43,A32,A44,1520,A61,A75,2,A92,A101,3,A122,26,A141,A152,1,A173,1,A191,A201,0
A13,24,A34,A49,9270,A61,A73,4,A93,A101,2,A121,35,A143,A151,1,A173,1,A191,A201,1
A13,18,A32,A43,836,A61,A73,2,A93,A101,4,A123,27,A141,A152,2,A173,1,A192,A201,1
A11,29,A33,A47,981,A61,A71,4,A93,A101,4,A121,50,A143,A151,1,A172,2,A192,A201,0
A14,11,A34,A48,1851,A61,A71,2,A93,A101,4,A123,24,A141,A151,1,A172,2,A191,A201,1
A12,45,A32,A46,2377,A61,A74,4,A93,A101,4,A121,67,A141,A152,1,A173,1,A191,A201,1
A14,47,A32,A46,1816,A61,A73,4,A93,A101,1,A124,58,A143,A152,1,A173,1,A192,A201,1
A12,17,A32,A44,2906,A61,A73,4,A93,A101,4,A123,39,A143,A152,1,A173,2,A191,A201,1
A14,5,A32,A43,3713,A65,A73,3,A93,A101,2,A121,25,A143,A152,1,A173,1,A191,A201,1
A12,40,A32,A49,7010,A65,A75,2,A93,A101,4,A123,25,A143,A153,2,A173,1,A192,A201,1
A11,72,A34,A40,3206,A61,A72,1,A94,A101,2,A122,65,A143,A152,1,A173,1,A191,A201,0
A14,41,A34,A49,1901,A61,A72,2,A93,A103,3,A121,57,A143,A151,1,A173,1,A192,A201,0
A11,44,A32,A49,6712,A65,A73,4,A93,A101,3,A124,72,A143,A152,1,A172,1,A191,A201,1
A12,65,A32,A46,1549,A61,A73,4,A93,A101,4,A122,45,A143,A152,1,A173,1,A192,A201,1
A14,63,A34,A40,807,A65,A73,4,A93,A101,1,A122,26,A143,A152,2,A173,1,A192,A201,0
A14,17,A34,A40,7822,A65,A74,3,A93,A101,4,A121,27,A143,A151,1,A172,1,A191,A201,1
A13,5,A34,A44,7431,A61,A74,4,A92,A101,2,A122,46,A142,A151,1,A174,1,A192,A201,1
A13,20,A30,A48,1581,A61,A75,4,A93,A101,4,A124,33,A143,A152,1,A173,1,A192,A201,1
A12,31,A33,A45,2166,A65,A73,4,A95,A101,4,A122,20,A141,A152,1,A173,1,A192,A201,1
A12,69,A31,A42,1431,A61,A72,2,A93,A103,3,A124,25,A143,A152,2,A173,2,A191,A201,0
A12,38,A32,A42,3871,A61,A73,4,A93,A101,4,A124,65,A143,A152,1,A172,1,A191,A201,1
A13,8,A31,A46,11916,A61,A75,4,A91,A101,4,A121,36,A143,A152,1,A172,1,A191,A201,1
A13,68,A32,A45,5230,A61,A74,4,A93,A101,4,A121,40,A143,A152,1,A173,2,A192,A201,1
A13,43,A33,A48,6826,A62,A74,4,A93,A101,4,A124,68,A143,A152,1,A173,1,A192,A201,1
A13,59,A32,A45,5743,A63,A71,3,A93,A101,4,A122,28,A143,A151,1,A173,1,A191,A201,1
A11,39,A32,A44,2980,A65,A73,1,A91,A101,4,A121,72,A143,A152,1,A174,1,A191,A201,1
A12,48,A32,A49,7091,A61,A71,4,A93,A101,1,A121,68,A143,A152,2,A173,1,A192,A201,1
A11,26,A32,A46,5410,A61,A73,4,A93,A101,4,A123,51,A143,A152,1,A172,2,A191,A201,0
A13,50,A32,A40,9429,A61,A75,2,A92,A101,3,A123,25,A143,A151,2,A173,1,A191,A201,1
A12,34,A32,A46,2063,A61,A75,4,A92,A101,1,A121,21,A143,A151,1,A173,1,A191,A201,0
A14,14,A34,A42,742,A61,A73,4,A92,A101,4,A121,32,A143,A152,2,A173,1,A191,A201,1
A12,13,A31,A48,6878,A65,A73,4,A93,A101,3,A124,62,A143,A152,1,A172,1,A192,A201,0
A11,70,A31,A45,3943,A65,A75,2,A92,A101,1,A123,64,A143,A152,2,A173,2,A191,A201,1
A11,17,A32,A48,2352,A61,A74,4,A92,A101,4,A123,54,A143,A152,1,A172,1,A191,A201,1
A13,13,A34,A44,2459,A62,A72,4,A93,A101,4,A123,31,A143,A153,1,A173,1,A192,A201,1
A13,4,A33,A46,23011,A61,A73,4,A92,A101,4,A122,34,A143,A152,2,A173,1,A191,A201,1
A11,8,A33,A43,1783,A61,A73,4,A92,A101,4,A123,34,A143,A151,1,A172,1,A191,A201,1
A11,23,A32,A46,1506,A62,A73,4,A93,A101,4,A122,72,A143,A152,1,A173,2,A192,A201,1
A13,11,A32,A40,3191,A61,A73,4,A93,A101,1,A121,23,A143,A152,1,A173,1,A192,A201,1
A11,46,A30,A46,7664,A65,A74,3,A93,A101,3,A123,70,A143,A152,1,A173,2,A191,A201,1
A14,4,A33,A47,18448,A62,A73,4,A93,A101,4,A122,43,A143,A152,1,A173,1,A191,A201,1
A13,60,A34,A44,5043,A61,A72,4,A93,A101,3,A124,56,A143,A153,1,A173,1,A191,A201,1
A11,67,A32,A41,1078,A64,A73,2,A93,A101,4,A122,56,A141,A152,1,A174,2,A192,A201,1
A11,31,A34,A44,14424,A61,A75,4,A92,A101,4,A124,68,A141,A151,1,A172,1,A191,A201,0
A14,40,A34,A45,2934,A61,A74,4,A92,A101,3,A124,56,A143,A152,1,A174,1,A191,A201,1
A12,50,A32,A41,1525,A61,A73,4,A93,A101,4,A121,57,A143,A151,1,A172,1,A191,A201,1
A12,40,A34,A45,1257,A61,A75,2,A93,A101,4,A123,74,A143,A152,1,A173,1,A192,A201,0
A14,52,A31,A45,5820,A64,A75,4,A93,A101,4,A122,74,A143,A152,2,A173,1,A191,A201,1
A14,47,A32,A40,3608,A61,A72,2,A93,A101,4,A124,66,A143,A152,1,A172,1,A191,A201,1
A14,59,A32,A40,3928,A64,A71,2,A93,A101,4,A122,59,A141,A152,2,A172,1,A191,A201,1
A13,31,A30,A410,8343,A61,A75,4,A92,A101,2,A123,44,A143,A152,2,A173,1,A191,A201,1
A12,9,A32,A49,1569,A61,A75,3,A92,A101,4,A122,31,A143,A152,2,A174,1,A192,A201,1
A11,64,A32,A42,8892,A65,A75,4,A93,A101,4,A121,62,A143,A152,2,A173,1,A192,A201,1
A13,23,A32,A49,1967,A61,A75,2,A93,A101,4,A121,69,A141,A152,2,A173,1,A192,A201,1
A13,5,A32,A49,16834,A61,A74,3,A93,A101,4,A122,44,A143,A153,1,A173,1,A192,A201,1
A12,40,A31,A42,4812,A61,A73,2,A92,A101,4,A123,73,A143,A152,1,A173,1,A191,A201,0
A14,23,A32,A43,1427,A61,A71,4,A93,A101,2,A123,73,A143,A152,1,A173,2,A192,A201,1
A11,29,A32,A41,589,A61,A73,4,A93,A101,4,A123,19,A143,A153,2,A173,1,A191,A201,1
A12,32,A32,A48,5693,A62,A73,4,A92,A101,4,A122,26,A143,A152,2,A172,2,A191,A201,0
A11,4,A34,A49,2209,A61,A74,3,A93,A101,2,A122,22,A142,A152,2,A173,1,A192,A201,0
A12,38,A33,A410,2632,A61,A73,2,A95,A102,2,A121,39,A141,A152,2,A172,1,A192,A201,0
A11,62,A34,A46,5502,A65,A75,4,A92,A101,4,A123,40,A143,A151,2,A172,1,A192,A201,0
A11,72,A33,A46,6689,A61,A73,3,A93,A101,4,A124,69,A143,A153,1,A172,1,A192,A201,1
A11,36,A32,A45,7934,A65,A73,3,A92,A101,4,A122,71,A143,A152,1,A174,1,A192,A201,1
A13,54,A33,A42,1164,A61,A72,4,A93,A102,4,A121,55,A141,A152,1,A174,2,A191,A201,1
A13,15,A32,A45,9327,A61,A73,1,A92,A103,4,A121,67,A143,A152,1,A172,1,A192,A201,1
A13,23,A32,A47,1875,A65,A75,4,A94,A101,4,A123,21,A141,A152,1,A172,1,A192,A201,1
A14,56,A34,A47,490,A61,A74,4,A93,A101,4,A123,37,A141,A151,1,A172,2,A192,A201,1
A12,46,A32,A410,1161,A63,A75,2,A93,A101,1,A123,19,A143,A151,2,A173,1,A192,A201,1
A12,53,A34,A48,3548,A61,A73,2,A93,A101,4,A121,47,A143,A152,1,A172,1,A191,A201,0
A14,32,A34,A40,1362,A61,A73,2,A93,A101,4,A123,41,A141,A151,2,A174,1,A192,A201,1
A11,60,A34,A40,2778,A61,A73,4,A93,A101,4,A123,51,A141,A153,1,A172,2,A191,A201,0
A14,42,A34,A42,3907,A61,A73,4,A93,A101,4,A122,73,A143,A152,1,A172,1,A192,A201,1
A11,59,A32,A42,2578,A65,A75,2,A94,A101,4,A123,70,A143,A152,2,A172,1,A191,A201,1
A14,46,A32,A49,2007,A61,A74,2,A93,A101,2,A121,59,A143,A152,2,A174,1,A191,A201,1
A11,53,A32,A47,1096,A65,A75,4,A94,A101,2,A122,41,A143,A152,1,A174,1,A191,A201,1
A14,26,A32,A49,3033,A65,A72,4,A93,A101,2,A124,23,A143,A152,1,A173,1,A191,A201,1
A12,47,A32,A40,571,A61,A75,3,A93,A101,2,A122,25,A141,A152,1,A173,1,A191,A201,0
A14,41,A33,A41,1721,A61,A71,3,A93,A101,4,A123,75,A141,A153,2,A172,1,A191,A201,1
A11,26,A33,A41,1419,A65,A75,2,A92,A101,2,A123,24,A143,A152,1,A173,1,A191,A201,1
A13,48,A32,A42,2461,A65,A73,4,A91,A101,2,A121,67,A141,A152,1,A173,1,A191,A201,1
A14,55,A32,A45,2513,A61,A73,4,A92,A101,4,A123,40,A143,A152,1,A173,1,A191,A201,1
A12,53,A32,A40,6425,A61,A73,2,A93,A101,4,A122,67,A143,A152,2,A173,1,A191,A201,0
A13,11,A32,A41,10580,A61,A75,4,A93,A101,2,A122,31,A143,A152,2,A173,1,A192,A201,1
A13,4,A34,A40,1218,A62,A71,3,A93,A101,4,A121,30,A143,A152,2,A173,1,A191,A201,1
A12,11,A32,A44,14680,A61,A73,4,A95,A101,4,A122,22,A143,A151,1,A173,2,A191,A202,1
A13,32,A32,A46,1598,A63,A75,2,A92,A101,2,A121,26,A141,A153,2,A173,1,A191,A201,1
A13,8,A30,A47,3422,A61,A73,4,A93,A101,2,A121,55,A143,A152,2,A173,1,A191,A201,1
A14,50,A33,A49,4485,A61,A72,4,A92,A101,4,A122,49,A141,A152,2,A172,1,A192,A201,1
A11,37,A33,A40,21071,A61,A73,4,A91,A101,4,A122,55,A143,A152,1,A173,1,A191,A201,0
A12,68,A32,A46,1931,A61,A73,3,A93,A101,4,A124,63,A143,A152,2,A174,1,A191,A201,1
A14,58,A31,A44,708,A61,A75,2,A93,A101,1,A122,44,A141,A152,2,A173,1,A191,A201,1
A14,46,A32,A49,9821,A61,A75,2,A93,A101,3,A123,61,A143,A152,2,A173,1,A192,A201,1
A12,33,A32,A40,1530,A61,A73,4,A92,A101,4,A123,26,A141,A151,1,A172,1,A192,A201,0
A13,20,A33,A42,2232,A61,A75,2,A93,A102,2,A123,58,A143,A152,1,A173,1,A191,A201,1
A12,29,A32,A46,1219,A61,A73,4,A92,A101,3,A121,51,A143,A151,1,A173,2,A191,A201,0
A11,11,A32,A49,2237,A65,A71,3,A92,A101,4,A124,63,A141,A152,1,A173,1,A191,A201,1
